id	url	publishedAt	title	thumbnail
hsFEJPEtm8I	https://www.youtube.com/watch?v=hsFEJPEtm8I	2019-07-31T14:00:08Z	FERROVIA MADEIRA-MAMORÉ - EDUARDO BUENO	https://i.ytimg.com/vi/hsFEJPEtm8I/mqdefault.jpg
k7w3s9M0No4	https://www.youtube.com/watch?v=k7w3s9M0No4	2019-07-28T14:00:11Z	EMBAIXADOR DO BRASIL NOS EUA - EDUARDO BUENO	https://i.ytimg.com/vi/k7w3s9M0No4/mqdefault.jpg
hI2VF6_nvb8	https://www.youtube.com/watch?v=hI2VF6_nvb8	2019-07-24T14:01:12Z	RICHARD BURTON NO BRASIL - EDUARDO BUENO	https://i.ytimg.com/vi/hI2VF6_nvb8/mqdefault.jpg
6P3mCEmL-m4	https://www.youtube.com/watch?v=6P3mCEmL-m4	2019-07-21T14:00:00Z	MANGUEIRA NO MUSEU - EDUARDO BUENO	https://i.ytimg.com/vi/6P3mCEmL-m4/mqdefault.jpg
8mkXSo2W6jc	https://www.youtube.com/watch?v=8mkXSo2W6jc	2019-07-17T13:41:21Z	O TRAFICANTE DOS TRAFICANTES - EDUARDO BUENO	https://i.ytimg.com/vi/8mkXSo2W6jc/mqdefault.jpg
GrcL1rKX0fE	https://www.youtube.com/watch?v=GrcL1rKX0fE	2019-07-14T15:53:35Z	DEMOCRACIA EM VERTIGEM? - EDUARDO BUENO	https://i.ytimg.com/vi/GrcL1rKX0fE/mqdefault.jpg
6FcvQ7Pfigg	https://www.youtube.com/watch?v=6FcvQ7Pfigg	2019-07-10T13:58:43Z	O BRASIL DESFILA PELA PAULISTA - EDUARDO BUENO	https://i.ytimg.com/vi/6FcvQ7Pfigg/mqdefault.jpg
Bg6bJXaPVjk	https://www.youtube.com/watch?v=Bg6bJXaPVjk	2019-07-07T14:00:02Z	BRASIL RADIOATIVO - EDUARDO BUENO	https://i.ytimg.com/vi/Bg6bJXaPVjk/mqdefault.jpg
RAOXfbdAD1s	https://www.youtube.com/watch?v=RAOXfbdAD1s	2019-07-03T13:58:25Z	QUANDO O BRASIL ARRANHOU O CÉU - EDUARDO BUENO	https://i.ytimg.com/vi/RAOXfbdAD1s/mqdefault.jpg
x9Eigyq6k_0	https://www.youtube.com/watch?v=x9Eigyq6k_0	2019-06-30T14:00:09Z	HEROÍNAS INDÍGENAS DO BRASIL - EDUARDO BUENO	https://i.ytimg.com/vi/x9Eigyq6k_0/mqdefault.jpg
Pp5qbA3iY4Q	https://www.youtube.com/watch?v=Pp5qbA3iY4Q	2019-06-26T13:59:17Z	O BRASILEIRO DEGREDADO - EDUARDO BUENO	https://i.ytimg.com/vi/Pp5qbA3iY4Q/mqdefault.jpg
yZ2I_hjEDu0	https://www.youtube.com/watch?v=yZ2I_hjEDu0	2019-06-19T14:41:20Z	CARVALHINHO, O PRIMEIRO BRASILEIRO - EDUARDO BUENO	https://i.ytimg.com/vi/yZ2I_hjEDu0/mqdefault.jpg
s6z36tg8oao	https://www.youtube.com/watch?v=s6z36tg8oao	2019-06-23T14:00:10Z	EDUARDO NA CÂMARA - EDUARDO BUENO	https://i.ytimg.com/vi/s6z36tg8oao/mqdefault.jpg
37jLP6SVZH0	https://www.youtube.com/watch?v=37jLP6SVZH0	2019-06-16T14:00:01Z	HERÓIS INDÍGENAS DO BRASIL- EDUARDO BUENO	https://i.ytimg.com/vi/37jLP6SVZH0/mqdefault.jpg
12IDDwuIYkQ	https://www.youtube.com/watch?v=12IDDwuIYkQ	2019-06-12T13:57:46Z	O AMOR DE TARSILA DO AMARAL E OSWALD DE ANDRADE - EDUARDO BUENO	https://i.ytimg.com/vi/12IDDwuIYkQ/mqdefault.jpg
X1rUsE0__Fg	https://www.youtube.com/watch?v=X1rUsE0__Fg	2019-06-09T14:00:04Z	PAGU, A MUSA MODERNISTA - EDUARDO BUENO	https://i.ytimg.com/vi/X1rUsE0__Fg/mqdefault.jpg
ciQTvv7-Tbg	https://www.youtube.com/watch?v=ciQTvv7-Tbg	2019-06-05T13:59:42Z	O BANQUETE ANTROPOFÁGICO - EDUARDO BUENO	https://i.ytimg.com/vi/ciQTvv7-Tbg/mqdefault.jpg
6RCDcdpLfMQ	https://www.youtube.com/watch?v=6RCDcdpLfMQ	2019-06-02T14:00:00Z	OS PRIMÓRDIOS DA GLOBALIZAÇÃO - EDUARDO BUENO	https://i.ytimg.com/vi/6RCDcdpLfMQ/mqdefault.jpg
Qoh8rXW4Kxg	https://www.youtube.com/watch?v=Qoh8rXW4Kxg	2019-05-29T13:59:36Z	ALEXANDRE RODRIGUES FERREIRA, O GRANDE CIENTISTA BRASILEIRO - EDUARDO BUENO	https://i.ytimg.com/vi/Qoh8rXW4Kxg/mqdefault.jpg
wexLdMB0aL8	https://www.youtube.com/watch?v=wexLdMB0aL8	2019-05-26T14:00:08Z	#JUNTOSESHALLOWNOW: A PROFUNDIDADE DA LÍNGUA PORTUGUESA - EDUARDO BUENO	https://i.ytimg.com/vi/wexLdMB0aL8/mqdefault.jpg
J5tbQ6KC1z0	https://www.youtube.com/watch?v=J5tbQ6KC1z0	2019-05-22T14:03:34Z	BAÚ DO BRIZOLA: O COMEÇO, O FIM E O MEIO - EDUARDO BUENO	https://i.ytimg.com/vi/J5tbQ6KC1z0/mqdefault.jpg
vqUklpmKSiA	https://www.youtube.com/watch?v=vqUklpmKSiA	2019-05-15T14:04:21Z	A GUERRA DE IGUAPE - EDUARDO BUENO	https://i.ytimg.com/vi/vqUklpmKSiA/mqdefault.jpg
sGBvSKmweMM	https://www.youtube.com/watch?v=sGBvSKmweMM	2019-05-12T20:01:15Z	IDADE DA PEDRA - EDUARDO BUENO	https://i.ytimg.com/vi/sGBvSKmweMM/mqdefault.jpg
Jzjcn_ZuGnQ	https://www.youtube.com/watch?v=Jzjcn_ZuGnQ	2019-05-08T14:25:14Z	MAZAGÃO, A CIDADE TRANSPLANTADA - EDUARDO BUENO	https://i.ytimg.com/vi/Jzjcn_ZuGnQ/mqdefault.jpg
IAb7zFecdzw	https://www.youtube.com/watch?v=IAb7zFecdzw	2019-05-05T14:16:43Z	CAIXA ECONOMICA FEDERAL - A HISTÓRIA QUE VOCÊ NÃO CONHECE E NEM VAI - EDUARDO BUENO	https://i.ytimg.com/vi/IAb7zFecdzw/mqdefault.jpg
QNYe8cKrG0I	https://www.youtube.com/watch?v=QNYe8cKrG0I	2019-05-01T13:59:51Z	BRIZOLA: A GÊNESE DE UM CAUDILHO - EDUARDO BUENO	https://i.ytimg.com/vi/QNYe8cKrG0I/mqdefault.jpg
lbvypvomLYU	https://www.youtube.com/watch?v=lbvypvomLYU	2019-04-28T14:00:08Z	VERÃO DA LATA: BASEADO EM FATOS REAIS - EDUARDO BUENO	https://i.ytimg.com/vi/lbvypvomLYU/mqdefault.jpg
JyEyYboEfjs	https://www.youtube.com/watch?v=JyEyYboEfjs	2019-04-24T14:01:47Z	HANS STADEN - O LIVRO MAIS SABOROSO DO BRASIL - EDUARDO BUENO	https://i.ytimg.com/vi/JyEyYboEfjs/mqdefault.jpg
A1PIWBYL2TA	https://www.youtube.com/watch?v=A1PIWBYL2TA	2019-04-21T13:56:39Z	BARRA DA TIJUCA - EDUARDO BUENO	https://i.ytimg.com/vi/A1PIWBYL2TA/mqdefault.jpg
AbJZIHyTKRg	https://www.youtube.com/watch?v=AbJZIHyTKRg	2019-04-14T14:21:32Z	MARCHA CONTRA A GUITARRA ELÉTRICA - EDUARDO BUENO	https://i.ytimg.com/vi/AbJZIHyTKRg/mqdefault.jpg
eM3XZrD6Qwo	https://www.youtube.com/watch?v=eM3XZrD6Qwo	2019-04-10T13:59:25Z	A QUEDA DO PALÁCIO MONROE - EDUARDO BUENO	https://i.ytimg.com/vi/eM3XZrD6Qwo/mqdefault.jpg
__OkSdycHms	https://www.youtube.com/watch?v=__OkSdycHms	2019-04-17T14:30:24Z	O GOSTOSO HANS STADEN - EDUARDO BUENO	https://i.ytimg.com/vi/__OkSdycHms/mqdefault.jpg
e1EAiRVBfZk	https://www.youtube.com/watch?v=e1EAiRVBfZk	2019-04-07T14:00:05Z	DONA BRITES - EDUARDO BUENO	https://i.ytimg.com/vi/e1EAiRVBfZk/mqdefault.jpg
Ca6q3TSOEyI	https://www.youtube.com/watch?v=Ca6q3TSOEyI	2019-04-03T14:01:03Z	A DEVASTAÇÃO DAS MISSÕES - EDUARDO BUENO	https://i.ytimg.com/vi/Ca6q3TSOEyI/mqdefault.jpg
vbou_o8QPtM	https://www.youtube.com/watch?v=vbou_o8QPtM	2019-03-31T15:23:18Z	IMIGRANTE - EDUARDO BUENO	https://i.ytimg.com/vi/vbou_o8QPtM/mqdefault.jpg
jSJ_VWKs2Uw	https://www.youtube.com/watch?v=jSJ_VWKs2Uw	2019-03-27T14:09:22Z	A CRIAÇÃO DAS MISSÕES - EDUARDO BUENO	https://i.ytimg.com/vi/jSJ_VWKs2Uw/mqdefault.jpg
u108z5hQgyw	https://www.youtube.com/watch?v=u108z5hQgyw	2019-03-24T19:04:01Z	ENÉAS - EDUARDO BUENO	https://i.ytimg.com/vi/u108z5hQgyw/mqdefault.jpg
KmYr1xBcoBw	https://www.youtube.com/watch?v=KmYr1xBcoBw	2019-03-17T14:00:01Z	GUERRA DA LAGOSTA - EDUARDO BUENO	https://i.ytimg.com/vi/KmYr1xBcoBw/mqdefault.jpg
yOG6-mpSw3c	https://www.youtube.com/watch?v=yOG6-mpSw3c	2019-03-14T14:46:46Z	AVISO IMPORTANTE - NÃO VAI CAIR NO ENEM EM PORTO ALEGRE	https://i.ytimg.com/vi/yOG6-mpSw3c/mqdefault.jpg
Fa9mTLGCjng	https://www.youtube.com/watch?v=Fa9mTLGCjng	2019-03-20T14:00:01Z	DIRETAS JÁ! - EDUARDO BUENO	https://i.ytimg.com/vi/Fa9mTLGCjng/mqdefault.jpg
jY7ZtMwdinc	https://www.youtube.com/watch?v=jY7ZtMwdinc	2019-03-13T14:00:02Z	O CABELO NA HISTÓRIA - EDUARDO BUENO	https://i.ytimg.com/vi/jY7ZtMwdinc/mqdefault.jpg
_u-td-rYCaE	https://www.youtube.com/watch?v=_u-td-rYCaE	2019-03-10T14:37:13Z	JARBAS PASSARINHO - EDUARDO BUENO	https://i.ytimg.com/vi/_u-td-rYCaE/mqdefault.jpg
1dSqKYH5qqs	https://www.youtube.com/watch?v=1dSqKYH5qqs	2019-03-06T18:40:12Z	TANCREDO NEVES. O PRESIDENTE QUE NÃO FOI - EDUARDO BUENO	https://i.ytimg.com/vi/1dSqKYH5qqs/mqdefault.jpg
LNaXodgPiCY	https://www.youtube.com/watch?v=LNaXodgPiCY	2019-03-03T15:43:24Z	A ORIGEM DO CARNAVAL NO BRASIL - EDUARDO BUENO	https://i.ytimg.com/vi/LNaXodgPiCY/mqdefault.jpg
JctlAr3BKK8	https://www.youtube.com/watch?v=JctlAr3BKK8	2019-02-27T14:01:41Z	CORONEL FAWCETT, O VERDADEIRO INDIANA JONES - EDUARDO BUENO	https://i.ytimg.com/vi/JctlAr3BKK8/mqdefault.jpg
ZxkXrwvEyC0	https://www.youtube.com/watch?v=ZxkXrwvEyC0	2019-02-25T13:33:29Z	FRASES DO FIGUEIREDO - EDUARDO BUENO	https://i.ytimg.com/vi/ZxkXrwvEyC0/mqdefault.jpg
1Ztp9YdYhn0	https://www.youtube.com/watch?v=1Ztp9YdYhn0	2019-02-20T14:03:24Z	XICA DA SILVA - EDUARDO BUENO	https://i.ytimg.com/vi/1Ztp9YdYhn0/mqdefault.jpg
Lhj1682jOb0	https://www.youtube.com/watch?v=Lhj1682jOb0	2019-02-17T14:20:36Z	VAI CAIR NO ENEM - EDUARDO BUENO	https://i.ytimg.com/vi/Lhj1682jOb0/mqdefault.jpg
3eRYXtiXOR0	https://www.youtube.com/watch?v=3eRYXtiXOR0	2019-02-13T13:44:19Z	ÍNDIOS DO SUL - EDUARDO BUENO	https://i.ytimg.com/vi/3eRYXtiXOR0/mqdefault.jpg
ofmZN_9WLuA	https://www.youtube.com/watch?v=ofmZN_9WLuA	2019-02-06T15:57:41Z	JOSÉ SARNEY, O REI DO MARANHÃO  - EDUARDO BUENO	https://i.ytimg.com/vi/ofmZN_9WLuA/mqdefault.jpg
K58nmpyW35k	https://www.youtube.com/watch?v=K58nmpyW35k	2019-02-02T14:01:04Z	IEMANJÁ - EDUARDO BUENO	https://i.ytimg.com/vi/K58nmpyW35k/mqdefault.jpg
mYP_r7sCfSY	https://www.youtube.com/watch?v=mYP_r7sCfSY	2019-01-30T13:00:10Z	O GUARANI - EDUARDO BUENO	https://i.ytimg.com/vi/mYP_r7sCfSY/mqdefault.jpg
ecuULzAKrf4	https://www.youtube.com/watch?v=ecuULzAKrf4	2019-02-10T12:59:04Z	DARWIN NO BRASIL - EDUARDO BUENO	https://i.ytimg.com/vi/ecuULzAKrf4/mqdefault.jpg
Q3CFOB6eIEw	https://www.youtube.com/watch?v=Q3CFOB6eIEw	2019-01-24T13:13:30Z	HOJE! NÃO VAI CAIR NO ENEM, UMA PEÇA	https://i.ytimg.com/vi/Q3CFOB6eIEw/mqdefault.jpg
1zj3Pb0gDO8	https://www.youtube.com/watch?v=1zj3Pb0gDO8	2019-01-23T13:42:53Z	O SEQUESTRO DO RIO DE JANEIRO - EDUARDO BUENO	https://i.ytimg.com/vi/1zj3Pb0gDO8/mqdefault.jpg
tc38jMyqFvs	https://www.youtube.com/watch?v=tc38jMyqFvs	2019-01-20T13:23:51Z	MANÉ GARRINCHA: O ANJO TORTO - EDUARDO BUENO	https://i.ytimg.com/vi/tc38jMyqFvs/mqdefault.jpg
j6ekyL_QHe4	https://www.youtube.com/watch?v=j6ekyL_QHe4	2019-01-15T14:22:44Z	HOMEM DE MALUCO	https://i.ytimg.com/vi/j6ekyL_QHe4/mqdefault.jpg
IfcWE0Q3cDo	https://www.youtube.com/watch?v=IfcWE0Q3cDo	2019-01-16T13:00:34Z	MALUCO NO PODER - EDUARDO BUENO	https://i.ytimg.com/vi/IfcWE0Q3cDo/mqdefault.jpg
6diuuRicHaE	https://www.youtube.com/watch?v=6diuuRicHaE	2019-01-14T13:14:21Z	Não Vai Cair no ENEM, Uma Peça	https://i.ytimg.com/vi/6diuuRicHaE/mqdefault.jpg
J6cL6PiC4KY	https://www.youtube.com/watch?v=J6cL6PiC4KY	2019-01-08T16:48:30Z	AMANHÃ O NÃO VAI CAIR NO ENEM FALARÁ SOBRE O DIA DO FICO	https://i.ytimg.com/vi/J6cL6PiC4KY/mqdefault.jpg
0UDda59E910	https://www.youtube.com/watch?v=0UDda59E910	2019-01-11T13:09:26Z	ELIS REGINA - EDUARDO BUENO	https://i.ytimg.com/vi/0UDda59E910/mqdefault.jpg
Os26C5sSWgg	https://www.youtube.com/watch?v=Os26C5sSWgg	2019-01-09T12:59:18Z	O DIA DO FICO - EDUARDO BUENO	https://i.ytimg.com/vi/Os26C5sSWgg/mqdefault.jpg
rvtLOX4pYfI	https://www.youtube.com/watch?v=rvtLOX4pYfI	2019-01-06T13:00:14Z	ANGRA DOS REIS - EDUARDO BUENO	https://i.ytimg.com/vi/rvtLOX4pYfI/mqdefault.jpg
JK9P25MoDtg	https://www.youtube.com/watch?v=JK9P25MoDtg	2019-01-02T13:17:18Z	A VIAGEM DE SACADURA CABRAL E GAGO COUTINHO - EDUARDO BUENO	https://i.ytimg.com/vi/JK9P25MoDtg/mqdefault.jpg
6Dv8TTKf7J8	https://www.youtube.com/watch?v=6Dv8TTKf7J8	2018-12-31T13:00:00Z	BATEAU MOUCHE: 30 ANO APÓS A TRAGÉDIA - EDUARDO BUENO	https://i.ytimg.com/vi/6Dv8TTKf7J8/mqdefault.jpg
MuO1Wuy3fMU	https://www.youtube.com/watch?v=MuO1Wuy3fMU	2018-12-23T13:00:02Z	CARMEN MIRANDA - EDUARDO BUENO	https://i.ytimg.com/vi/MuO1Wuy3fMU/mqdefault.jpg
UyWMeb6atmA	https://www.youtube.com/watch?v=UyWMeb6atmA	2018-12-17T20:00:02Z	POR QUE "ESCRAVIZADOS" FAZ MAIS SENTIDO DO QUE ESCRAVOS?	https://i.ytimg.com/vi/UyWMeb6atmA/mqdefault.jpg
LMoCSxTjJGc	https://www.youtube.com/watch?v=LMoCSxTjJGc	2018-12-19T13:01:56Z	A REVOLTA DOS MALÊS - EDUARDO BUENO	https://i.ytimg.com/vi/LMoCSxTjJGc/mqdefault.jpg
BdJrNfK78K4	https://www.youtube.com/watch?v=BdJrNfK78K4	2018-12-16T13:00:01Z	O ROUBO DA TAÇA JULES RIMET - EDUARDO BUENO	https://i.ytimg.com/vi/BdJrNfK78K4/mqdefault.jpg
KzMtZ9msp2g	https://www.youtube.com/watch?v=KzMtZ9msp2g	2018-12-11T19:55:22Z	O PODER DA ESCRITA - EDUARDO BUENO	https://i.ytimg.com/vi/KzMtZ9msp2g/mqdefault.jpg
Na5rqdPpRks	https://www.youtube.com/watch?v=Na5rqdPpRks	2018-12-12T13:00:07Z	CARAMURU E PARAGUAÇU - EDUARDO BUENO	https://i.ytimg.com/vi/Na5rqdPpRks/mqdefault.jpg
Xmz-BnfhSEU	https://www.youtube.com/watch?v=Xmz-BnfhSEU	2018-12-10T16:29:18Z	JÁ SABE QUAL SERÁ O TEMA DESTA SEMANA? - EDUARDO BUENO	https://i.ytimg.com/vi/Xmz-BnfhSEU/mqdefault.jpg
aXqqIJeNUDc	https://www.youtube.com/watch?v=aXqqIJeNUDc	2018-12-04T14:57:38Z	BRASIL ESPANHOL SERÁ O TEMA DO NÃO VAI CAIR NO ENEM	https://i.ytimg.com/vi/aXqqIJeNUDc/mqdefault.jpg
pmvlyMhz4-k	https://www.youtube.com/watch?v=pmvlyMhz4-k	2018-12-05T13:00:06Z	O BRASIL ESPANHOL - EDUARDO BUENO	https://i.ytimg.com/vi/pmvlyMhz4-k/mqdefault.jpg
Uw_sdDqfBJg	https://www.youtube.com/watch?v=Uw_sdDqfBJg	2018-12-02T13:00:07Z	LIVROS INDICADOS POR  EDUARDO BUENO	https://i.ytimg.com/vi/Uw_sdDqfBJg/mqdefault.jpg
PX5DBCA43-g	https://www.youtube.com/watch?v=PX5DBCA43-g	2018-12-07T00:00:02Z	NAO VAI CAIR NO ENEM, UMA PEÇA	https://i.ytimg.com/vi/PX5DBCA43-g/mqdefault.jpg
j9eZysLokw0	https://www.youtube.com/watch?v=j9eZysLokw0	2018-11-28T13:00:04Z	JOSÉ BONIFÁCIO, O REI DO BRASIL  - EDUARDO BUENO	https://i.ytimg.com/vi/j9eZysLokw0/mqdefault.jpg
cSEO66g4SQo	https://www.youtube.com/watch?v=cSEO66g4SQo	2018-11-23T21:43:33Z	AVENIDA PAULISTA - EDUARDO BUENO	https://i.ytimg.com/vi/cSEO66g4SQo/mqdefault.jpg
__md2o_Po9M	https://www.youtube.com/watch?v=__md2o_Po9M	2018-11-21T13:00:04Z	CABEZA DE VACA - EDUARDO BUENO	https://i.ytimg.com/vi/__md2o_Po9M/mqdefault.jpg
qbb-ROn9MwA	https://www.youtube.com/watch?v=qbb-ROn9MwA	2018-11-16T13:00:07Z	CONSCIÊNCIA NEGRA- EDUARDO BUENO	https://i.ytimg.com/vi/qbb-ROn9MwA/mqdefault.jpg
DfIwujNDRZQ	https://www.youtube.com/watch?v=DfIwujNDRZQ	2018-11-14T13:00:02Z	A HISTÓRIA DO ALEIJADINHO - EDUARDO BUENO	https://i.ytimg.com/vi/DfIwujNDRZQ/mqdefault.jpg
7672NlnsGqY	https://www.youtube.com/watch?v=7672NlnsGqY	2018-11-09T16:53:26Z	COMO ERA GOSTOSO O MEU FRANCÊS - EDUARDO BUENO	https://i.ytimg.com/vi/7672NlnsGqY/mqdefault.jpg
yWPlkm6MzCU	https://www.youtube.com/watch?v=yWPlkm6MzCU	2018-11-07T15:12:50Z	O GOVERNO DE ITAMAR FRANCO - EDUARDO BUENO	https://i.ytimg.com/vi/yWPlkm6MzCU/mqdefault.jpg
gsWGu7J1yS0	https://www.youtube.com/watch?v=gsWGu7J1yS0	2018-11-02T14:00:06Z	OS ÍNDIOS DO SUL - EDUARDO BUENO	https://i.ytimg.com/vi/gsWGu7J1yS0/mqdefault.jpg
6qyzA5tMmvc	https://www.youtube.com/watch?v=6qyzA5tMmvc	2018-10-31T14:08:45Z	D. MARIA. A RAINHA LOUCA - EDUARDO BUENO	https://i.ytimg.com/vi/6qyzA5tMmvc/mqdefault.jpg
QS9Uji2cmLA	https://www.youtube.com/watch?v=QS9Uji2cmLA	2018-10-26T14:00:04Z	QUEM MATOU MARIELLE? - EDUARDO BUENO	https://i.ytimg.com/vi/QS9Uji2cmLA/mqdefault.jpg
MVEyKUPMLUU	https://www.youtube.com/watch?v=MVEyKUPMLUU	2018-10-24T14:12:17Z	FERNANDO COLLOR REDUZ O BRASIL A PÓ (Parte 2) - EDUARDO BUENO	https://i.ytimg.com/vi/MVEyKUPMLUU/mqdefault.jpg
FfGItrebDrI	https://www.youtube.com/watch?v=FfGItrebDrI	2018-10-17T14:01:42Z	SILVA JARDIM E JOSÉ DO PATROCÍNIO - EDUARDO BUENO	https://i.ytimg.com/vi/FfGItrebDrI/mqdefault.jpg
-fGo2vEbvPk	https://www.youtube.com/watch?v=-fGo2vEbvPk	2018-10-12T14:00:00Z	AS PRIMEIRAS ELEIÇÕES - EDUARDO BUENO	https://i.ytimg.com/vi/-fGo2vEbvPk/mqdefault.jpg
W8K3AS4f9VY	https://www.youtube.com/watch?v=W8K3AS4f9VY	2018-10-10T18:04:18Z	ANITA E GARIBALDI (Parte 2) EDUARDO BUENO	https://i.ytimg.com/vi/W8K3AS4f9VY/mqdefault.jpg
N6sZFCVZYM4	https://www.youtube.com/watch?v=N6sZFCVZYM4	2018-10-03T14:00:03Z	FERNANDO COLLOR REDUZ O BRASIL A PÓ - EDUARDO BUENO	https://i.ytimg.com/vi/N6sZFCVZYM4/mqdefault.jpg
YIq4LZ00ok0	https://www.youtube.com/watch?v=YIq4LZ00ok0	2018-10-05T14:00:07Z	A TRILHA SONORA DA HISTÓRIA - EDUARDO BUENO	https://i.ytimg.com/vi/YIq4LZ00ok0/mqdefault.jpg
zfMQ2oRRzSY	https://www.youtube.com/watch?v=zfMQ2oRRzSY	2018-09-28T15:42:26Z	CABELUDO DE SABER - EDUARDO BUENO	https://i.ytimg.com/vi/zfMQ2oRRzSY/mqdefault.jpg
nHmfS3G-E40	https://www.youtube.com/watch?v=nHmfS3G-E40	2018-09-26T14:00:06Z	O BRASIL NA SEGUNDA GUERRA MUNDIAL parte 2 - EDUARDO BUENO	https://i.ytimg.com/vi/nHmfS3G-E40/mqdefault.jpg
zTRIGRsME0k	https://www.youtube.com/watch?v=zTRIGRsME0k	2018-09-21T18:44:11Z	LUZIA - EDUARDO BUENO	https://i.ytimg.com/vi/zTRIGRsME0k/mqdefault.jpg
k_hzR6sprJU	https://www.youtube.com/watch?v=k_hzR6sprJU	2018-09-19T14:00:04Z	ANITA E GARIBALDI - EDUARDO BUENO	https://i.ytimg.com/vi/k_hzR6sprJU/mqdefault.jpg
MdRVGMIjsSM	https://www.youtube.com/watch?v=MdRVGMIjsSM	2018-09-14T21:35:22Z	FACADA - EDUARDO BUENO	https://i.ytimg.com/vi/MdRVGMIjsSM/mqdefault.jpg
FFHUPZBXk8E	https://www.youtube.com/watch?v=FFHUPZBXk8E	2018-09-12T14:00:02Z	O BRASIL NA SEGUNDA GUERRA MUNDIAL - EDUARDO BUENO	https://i.ytimg.com/vi/FFHUPZBXk8E/mqdefault.jpg
IVGWU9RYZGc	https://www.youtube.com/watch?v=IVGWU9RYZGc	2018-09-07T23:55:40Z	PERO VAZ DE CAMINHA - EDUARDO BUENO	https://i.ytimg.com/vi/IVGWU9RYZGc/mqdefault.jpg
mc7PBWr1RUw	https://www.youtube.com/watch?v=mc7PBWr1RUw	2018-09-05T14:00:04Z	PIRATAS EM SANTA CATARINA – EDUARDO BUENO	https://i.ytimg.com/vi/mc7PBWr1RUw/mqdefault.jpg
SiO4FzsD0Ss	https://www.youtube.com/watch?v=SiO4FzsD0Ss	2018-09-03T14:45:41Z	INCÊNDIO NO MUSEU NACIONAL - EDUARDO BUENO	https://i.ytimg.com/vi/SiO4FzsD0Ss/mqdefault.jpg
pnCzKfeBt6c	https://www.youtube.com/watch?v=pnCzKfeBt6c	2018-08-31T21:22:42Z	TRAFICANTES DE HOMENS - EDUARDO BUENO	https://i.ytimg.com/vi/pnCzKfeBt6c/mqdefault.jpg
CSk1dkMjmjk	https://www.youtube.com/watch?v=CSk1dkMjmjk	2018-08-29T14:00:01Z	OS MISTÉRIOS DO PADRE CÍCERO | EDUARDO BUENO	https://i.ytimg.com/vi/CSk1dkMjmjk/mqdefault.jpg
1yY_tlL0KT8	https://www.youtube.com/watch?v=1yY_tlL0KT8	2018-08-24T16:27:21Z	A URSAL - EDUARDO BUENO	https://i.ytimg.com/vi/1yY_tlL0KT8/mqdefault.jpg
adQ4jgAh4nw	https://www.youtube.com/watch?v=adQ4jgAh4nw	2018-08-22T14:00:00Z	O CAMINHO DO PEABIRU - EDUARDO BUENO	https://i.ytimg.com/vi/adQ4jgAh4nw/mqdefault.jpg
sBTknWiGwzs	https://www.youtube.com/watch?v=sBTknWiGwzs	2018-08-17T21:12:00Z	INDOLÊNCIA E A MALANDRAGEM – EDUARDO BUENO	https://i.ytimg.com/vi/sBTknWiGwzs/mqdefault.jpg
LzDTiXbBvdg	https://www.youtube.com/watch?v=LzDTiXbBvdg	2018-08-14T14:25:43Z	COM O SENAC VOCÊ APRENDE EM TODO O LUGAR - EDUARDO BUENO	https://i.ytimg.com/vi/LzDTiXbBvdg/mqdefault.jpg
VHo2XvonbyI	https://www.youtube.com/watch?v=VHo2XvonbyI	2018-08-10T15:27:31Z	MULAS E JUMENTOS | EDUARDO BUENO	https://i.ytimg.com/vi/VHo2XvonbyI/mqdefault.jpg
tegPsBb_8qQ	https://www.youtube.com/watch?v=tegPsBb_8qQ	2018-08-15T14:00:07Z	JOÃO GOULART - EDUARDO BUENO	https://i.ytimg.com/vi/tegPsBb_8qQ/mqdefault.jpg
E-yvAU1cJTo	https://www.youtube.com/watch?v=E-yvAU1cJTo	2018-08-08T14:00:02Z	O COMUNISMO NO BRASIL | EDUARDO BUENO	https://i.ytimg.com/vi/E-yvAU1cJTo/mqdefault.jpg
TS15ml5Tr2Y	https://www.youtube.com/watch?v=TS15ml5Tr2Y	2018-08-03T19:46:23Z	TARSILA DO AMARAL | EDUARDO BUENO	https://i.ytimg.com/vi/TS15ml5Tr2Y/mqdefault.jpg
91lvxk2fyWY	https://www.youtube.com/watch?v=91lvxk2fyWY	2018-08-01T14:00:00Z	A BALAIADA | EDUARDO BUENO	https://i.ytimg.com/vi/91lvxk2fyWY/mqdefault.jpg
L6zr-i3KLgM	https://www.youtube.com/watch?v=L6zr-i3KLgM	2018-07-27T14:00:03Z	TRILHAS INDÍGENAS | EDUARDO BUENO	https://i.ytimg.com/vi/L6zr-i3KLgM/mqdefault.jpg
KVSR1N0GQk8	https://www.youtube.com/watch?v=KVSR1N0GQk8	2018-07-25T14:00:03Z	CABANAGEM | EDUARDO BUENO	https://i.ytimg.com/vi/KVSR1N0GQk8/mqdefault.jpg
glaxSjFAm5o	https://www.youtube.com/watch?v=glaxSjFAm5o	2018-07-20T21:25:55Z	GENERAL ERNESTO GEISEL | ORA PÍLULAS, COM EDUARDO BUENO	https://i.ytimg.com/vi/glaxSjFAm5o/mqdefault.jpg
DAcuafugGws	https://www.youtube.com/watch?v=DAcuafugGws	2018-07-18T14:00:03Z	JÂNIO QUADROS | EDUARDO BUENO	https://i.ytimg.com/vi/DAcuafugGws/mqdefault.jpg
